OBJECTID,kod_negeri,kod_daerah,kod_mukim,MUKIM,DAERAH,NEGERI
1,1,101,10101,Bagan,Batu Pahat,Johor
10,1,101,10110,Simpang Kanan,Batu Pahat,Johor
100,1,108,10810,Sermin,Segamat,Johor
1000,6,606,60607,Pekan,Pekan,Pahang
1001,6,606,60608,Penyor,Pekan,Pahang
1002,6,606,60609,Pulau Manis,Pekan,Pahang
1003,6,606,60610,Pulau Rusa,Pekan,Pahang
1004,6,606,60611,Temai,Pekan,Pahang
1005,6,606,60640,Bandar Pekan,Pekan,Pahang
1006,6,606,60670,Pekan Kuala Pahang,Pekan,Pahang
1007,6,606,60671,Pekan Nenasi,Pekan,Pahang
1008,6,607,60701,Batu Talam,Raub,Pahang
1009,6,607,60702,Dong,Raub,Pahang
101,1,108,10811,Sungai Segamat,Segamat,Johor
1010,6,607,60703,Gali,Raub,Pahang
1011,6,607,60704,Hulu Dong,Raub,Pahang
1012,6,607,60705,Sega,Raub,Pahang
1013,6,607,60706,Semantan Hulu,Raub,Pahang
1014,6,607,60707,Teras,Raub,Pahang
1015,6,607,60740,Bandar Raub,Raub,Pahang
1016,6,607,60741,Bandar Teras,Raub,Pahang
1017,6,607,60770,Pekan Ceruh,Raub,Pahang
1018,6,607,60771,Pekan Dong,Raub,Pahang
1019,6,607,60772,Pekan Teranum,Raub,Pahang
102,1,108,10840,Bandar Batu Anam,Segamat,Johor
1020,6,608,60801,Bangau,Temerloh,Pahang
1021,6,608,60802,Jenderak,Temerloh,Pahang
1022,6,608,60803,Kerdau,Temerloh,Pahang
1023,6,608,60804,Lebak,Temerloh,Pahang
1024,6,608,60805,Lipat Kajang,Temerloh,Pahang
1025,6,608,60806,Mentakab,Temerloh,Pahang
1026,6,608,60807,Perak,Temerloh,Pahang
1027,6,608,60808,Sanggang,Temerloh,Pahang
1028,6,608,60809,Semantan,Temerloh,Pahang
1029,6,608,60810,Songsang,Temerloh,Pahang
103,1,108,10841,Bandar Bekok,Segamat,Johor
1030,6,608,60840,Bandar Mentakab,Temerloh,Pahang
1031,6,608,60841,Bandar Temerloh,Temerloh,Pahang
1032,6,608,60871,Pekan Kerdau,Temerloh,Pahang
1033,6,608,60872,Pekan Kuala Kerau,Temerloh,Pahang
1034,6,608,60873,Pekan Lancang,Temerloh,Pahang
1035,6,609,60901,Endau,Rompin,Pahang
1036,6,609,60902,Keratong,Rompin,Pahang
1037,6,609,60903,Pontian,Rompin,Pahang
1038,6,609,60904,Rompin,Rompin,Pahang
1039,6,609,60905,Tioman,Rompin,Pahang
104,1,108,10842,Bandar Buloh Kasap,Segamat,Johor
1040,6,609,60906,Bebar,Rompin,Pahang
1041,6,609,60940,Bandar Baharu Rompin,Rompin,Pahang
1042,6,609,60941,Bandar Rompin 1,Rompin,Pahang
1043,6,609,60942,Bandar Rompin II,Rompin,Pahang
1044,6,609,60943,Bandar Rompin III,Rompin,Pahang
1045,6,609,60944,Bandar Rompin IV,Rompin,Pahang
1046,6,609,60945,Bandar Pontian,Rompin,Pahang
1047,6,609,60946,Bandar Endau,Rompin,Pahang
1048,6,609,60947,Bandar Muadzam Shah 1,Rompin,Pahang
1049,6,609,60948,Bandar Muadzam Shah II,Rompin,Pahang
105,1,108,10843,Bandar Jementah,Segamat,Johor
1050,6,609,60949,Bandar Tioman,Rompin,Pahang
1051,6,609,60970,Pekan Kuala Rompin,Rompin,Pahang
1052,6,609,60971,Pekan Tioman,Rompin,Pahang
1053,6,610,61001,Bukit Segumpal,Maran,Pahang
1054,6,610,61002,Chenor,Maran,Pahang
1055,6,610,61003,Kertau,Maran,Pahang
1056,6,610,61004,Luit,Maran,Pahang
1057,6,610,61040,Bandar Maran,Maran,Pahang
1058,6,610,61070,Pekan Chenor,Maran,Pahang
1059,6,610,61072,Pekan Sri Jaya,Maran,Pahang
106,1,108,10844,Bandar Labis,Segamat,Johor
1060,6,611,61111,Bera,Bera,Pahang
1061,6,611,61112,Teriang,Bera,Pahang
1062,6,611,61142,Bandar Teriang,Bera,Pahang
1063,6,611,61170,Pekan Durian Tawar,Bera,Pahang
1064,6,611,61174,Pekan Mengkarak,Bera,Pahang
1065,6,611,61175,Pekan Mengkuang,Bera,Pahang
1066,7,701,70101,Mukim 1,Seberang Perai Tengah,Pulau Pinang
1067,7,701,70102,Mukim 2,Seberang Perai Tengah,Pulau Pinang
1068,7,701,70103,Mukim 3,Seberang Perai Tengah,Pulau Pinang
1069,7,701,70104,Mukim 4,Seberang Perai Tengah,Pulau Pinang
107,1,108,10845,Bandar Segamat,Segamat,Johor
1070,7,701,70105,Mukim 5,Seberang Perai Tengah,Pulau Pinang
1071,7,701,70106,Mukim 6,Seberang Perai Tengah,Pulau Pinang
1072,7,701,70107,Mukim 7,Seberang Perai Tengah,Pulau Pinang
1073,7,701,70108,Mukim 8,Seberang Perai Tengah,Pulau Pinang
1074,7,701,70109,Mukim 9,Seberang Perai Tengah,Pulau Pinang
1075,7,701,70110,Mukim 10,Seberang Perai Tengah,Pulau Pinang
1076,7,701,70111,Mukim 11,Seberang Perai Tengah,Pulau Pinang
1077,7,701,70112,Mukim 12,Seberang Perai Tengah,Pulau Pinang
1078,7,701,70113,Mukim 13,Seberang Perai Tengah,Pulau Pinang
1079,7,701,70114,Mukim 14,Seberang Perai Tengah,Pulau Pinang
108,1,108,10870,Pekan Gemas Bahru,Segamat,Johor
1080,7,701,70115,Mukim 15,Seberang Perai Tengah,Pulau Pinang
1081,7,701,70116,Mukim 16,Seberang Perai Tengah,Pulau Pinang
1082,7,701,70117,Mukim 17,Seberang Perai Tengah,Pulau Pinang
1083,7,701,70118,Mukim 18,Seberang Perai Tengah,Pulau Pinang
1084,7,701,70119,Mukim 19,Seberang Perai Tengah,Pulau Pinang
1085,7,701,70120,Mukim 20,Seberang Perai Tengah,Pulau Pinang
1086,7,701,70121,Mukim 21,Seberang Perai Tengah,Pulau Pinang
1087,7,701,70140,Bandar Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang
1088,7,701,70141,Bandar Prai,Seberang Perai Tengah,Pulau Pinang
1089,7,702,70201,Mukim 1,Seberang Perai Utara,Pulau Pinang
109,1,121,12101,Kulai,Kulai,Johor
1090,7,702,70202,Mukim 2,Seberang Perai Utara,Pulau Pinang
1091,7,702,70203,Mukim 3,Seberang Perai Utara,Pulau Pinang
1092,7,702,70204,Mukim 4,Seberang Perai Utara,Pulau Pinang
1093,7,702,70205,Mukim 5,Seberang Perai Utara,Pulau Pinang
1094,7,702,70206,Mukim 6,Seberang Perai Utara,Pulau Pinang
1095,7,702,70207,Mukim 7,Seberang Perai Utara,Pulau Pinang
1096,7,702,70208,Mukim 8,Seberang Perai Utara,Pulau Pinang
1097,7,702,70209,Mukim 9,Seberang Perai Utara,Pulau Pinang
1098,7,702,70210,Mukim 10,Seberang Perai Utara,Pulau Pinang
1099,7,702,70211,Mukim 11,Seberang Perai Utara,Pulau Pinang
11,1,101,10111,Simpang Kiri,Batu Pahat,Johor
110,1,121,12102,Senai,Kulai,Johor
1100,7,702,70212,Mukim 12,Seberang Perai Utara,Pulau Pinang
1101,7,702,70213,Mukim 13,Seberang Perai Utara,Pulau Pinang
1102,7,702,70214,Mukim 14,Seberang Perai Utara,Pulau Pinang
1103,7,702,70216,Mukim 16,Seberang Perai Utara,Pulau Pinang
1104,7,702,70240,Bandar Butterworth,Seberang Perai Utara,Pulau Pinang
1105,7,702,70241,Bandar Kepala Batas,Seberang Perai Utara,Pulau Pinang
1106,7,703,70301,Mukim 1,Seberang Perai Selatan,Pulau Pinang
1107,7,703,70302,Mukim 2,Seberang Perai Selatan,Pulau Pinang
1108,7,703,70303,Mukim 3,Seberang Perai Selatan,Pulau Pinang
1109,7,703,70304,Mukim 4,Seberang Perai Selatan,Pulau Pinang
111,1,121,12103,Sedenak,Kulai,Johor
1110,7,703,70305,Mukim 5,Seberang Perai Selatan,Pulau Pinang
1111,7,703,70306,Mukim 6,Seberang Perai Selatan,Pulau Pinang
1112,7,703,70307,Mukim 7,Seberang Perai Selatan,Pulau Pinang
1113,7,703,70308,Mukim 8,Seberang Perai Selatan,Pulau Pinang
1114,7,703,70309,Mukim 9,Seberang Perai Selatan,Pulau Pinang
1115,7,703,70310,Mukim 10,Seberang Perai Selatan,Pulau Pinang
1116,7,703,70311,Mukim 11,Seberang Perai Selatan,Pulau Pinang
1117,7,703,70312,Mukim 12,Seberang Perai Selatan,Pulau Pinang
1118,7,703,70313,Mukim 13,Seberang Perai Selatan,Pulau Pinang
1119,7,703,70314,Mukim 14,Seberang Perai Selatan,Pulau Pinang
112,1,121,12104,Bukit Batu,Kulai,Johor
1120,7,703,70315,Mukim 15,Seberang Perai Selatan,Pulau Pinang
1121,7,703,70316,Mukim 16,Seberang Perai Selatan,Pulau Pinang
1122,7,703,70340,Bandar Nibong Tebal,Seberang Perai Selatan,Pulau Pinang
1123,7,703,70341,Bandar Sungei Bakap,Seberang Perai Selatan,Pulau Pinang
1124,7,704,70401,Mukim 13,Timor Laut,Pulau Pinang
1125,7,704,70402,Mukim 14,Timor Laut,Pulau Pinang
1126,7,704,70403,Mukim 15,Timor Laut,Pulau Pinang
1127,7,704,70404,Mukim 16,Timor Laut,Pulau Pinang
1128,7,704,70405,Mukim 17,Timor Laut,Pulau Pinang
1129,7,704,70406,Mukim 18,Timor Laut,Pulau Pinang
113,1,121,12140,Bandar Kulai,Kulai,Johor
1130,7,704,70440,Bandar Ayer Itam,Timor Laut,Pulau Pinang
1131,7,704,70441,Bandar Batu Feringgi,Timor Laut,Pulau Pinang
1132,7,704,70442,Bandar Bukit Bendera,Timor Laut,Pulau Pinang
1133,7,704,70443,Bandar Glugor,Timor Laut,Pulau Pinang
1134,7,704,70444,Bandar George Town,Timor Laut,Pulau Pinang
1135,7,704,70445,Bandar Jelutong,Timor Laut,Pulau Pinang
1136,7,704,70446,Bandar Tanjong Bungah,Timor Laut,Pulau Pinang
1137,7,704,70447,Bandar Tanjong Tokong,Timor Laut,Pulau Pinang
1138,7,704,70448,Bandar Tanjong Pinang,Timor Laut,Pulau Pinang
1139,7,705,70501,Mukim 1,Barat Daya,Pulau Pinang
114,1,122,12201,Tangkak,Tangkak,Johor
1140,7,705,70502,Mukim 2,Barat Daya,Pulau Pinang
1141,7,705,70503,Mukim 3,Barat Daya,Pulau Pinang
1142,7,705,70504,Mukim 4,Barat Daya,Pulau Pinang
1143,7,705,70505,Mukim 5,Barat Daya,Pulau Pinang
1144,7,705,70506,Mukim 6,Barat Daya,Pulau Pinang
1145,7,705,70507,Mukim 7,Barat Daya,Pulau Pinang
1146,7,705,70508,Mukim 8,Barat Daya,Pulau Pinang
1147,7,705,70509,Mukim 9,Barat Daya,Pulau Pinang
1148,7,705,70510,Mukim 10,Barat Daya,Pulau Pinang
1149,7,705,70511,Mukim 11,Barat Daya,Pulau Pinang
115,1,122,12202,Bukit Serampang,Tangkak,Johor
1150,7,705,70512,Mukim 12,Barat Daya,Pulau Pinang
1151,7,705,70513,Mukim A,Barat Daya,Pulau Pinang
1152,7,705,70514,Mukim B,Barat Daya,Pulau Pinang
1153,7,705,70515,Mukim C,Barat Daya,Pulau Pinang
1154,7,705,70516,Mukim D,Barat Daya,Pulau Pinang
1155,7,705,70517,Mukim E,Barat Daya,Pulau Pinang
1156,7,705,70518,Mukim F,Barat Daya,Pulau Pinang
1157,7,705,70519,Mukim G,Barat Daya,Pulau Pinang
1158,7,705,70520,Mukim H,Barat Daya,Pulau Pinang
1159,7,705,70521,Mukim I,Barat Daya,Pulau Pinang
116,1,122,12203,Grisek,Tangkak,Johor
1160,7,705,70522,Mukim J,Barat Daya,Pulau Pinang
1161,7,705,70540,Bandar Balik Pulau,Barat Daya,Pulau Pinang
1162,7,705,70541,Bandar Bayan Lepas,Barat Daya,Pulau Pinang
1163,8,801,80101,Batang Padang,Batang Padang,Perak
1164,8,801,80102,Bidor,Batang Padang,Perak
1165,8,801,80103,Chenderiang,Batang Padang,Perak
1166,8,801,80107,Sungkai,Batang Padang,Perak
1167,8,801,80140,Bandar Bidor,Batang Padang,Perak
1168,8,801,80141,Bandar Chenderiang,Batang Padang,Perak
1169,8,801,80142,Bandar Sungkai,Batang Padang,Perak
117,1,122,12204,Serom,Tangkak,Johor
1170,8,801,80144,Bandar Tapah,Batang Padang,Perak
1171,8,801,80145,Bandar Temoh,Batang Padang,Perak
1172,8,801,80170,Pekan Ayer Kuning,Batang Padang,Perak
1173,8,801,80171,Pekan Banir,Batang Padang,Perak
1174,8,801,80173,Pekan Bikam,Batang Padang,Perak
1175,8,801,80175,Pekan Sungai Lesong,Batang Padang,Perak
1176,8,801,80176,Pekan Tapah Road,Batang Padang,Perak
1177,8,801,80177,Pekan Temoh Station,Batang Padang,Perak
1178,8,802,80201,Beruas,Manjung,Perak
1179,8,802,80202,Lekir,Manjung,Perak
118,1,122,12205,Kundang,Tangkak,Johor
1180,8,802,80203,Lumut,Manjung,Perak
1181,8,802,80204,Pengkalan Baharu,Manjung,Perak
1182,8,802,80205,Sitiawan,Manjung,Perak
1183,8,802,80240,Bandar Lumut,Manjung,Perak
1184,8,802,80270,Pekan Ayer Tawar,Manjung,Perak
1185,8,802,80271,Pekan Beruas,Manjung,Perak
1186,8,802,80272,Pekan Changkat Keruing,Manjung,Perak
1187,8,802,80273,Pekan Damar Laut,Manjung,Perak
1188,8,802,80274,Pekan Kampong Baharu,Manjung,Perak
1189,8,802,80275,Pekan Kampong Koh,Manjung,Perak
119,1,122,12206,Kesang,Tangkak,Johor
1190,8,802,80276,Pekan Kampong Sitiawan,Manjung,Perak
1191,8,802,80277,Pekan Pangkor,Manjung,Perak
1192,8,802,80278,Pekan Pantai Remis,Manjung,Perak
1193,8,802,80279,Pekan Pasir Bogak,Manjung,Perak
1194,8,802,80280,Pekan Pekan Gurney,Manjung,Perak
1195,8,802,80281,Pekan Pengkalan Baharu,Manjung,Perak
1196,8,802,80282,Pekan Segari,Manjung,Perak
1197,8,802,80283,Pekan Sitiawan,Manjung,Perak
1198,8,802,80284,Pekan Sungai Pinang Kechil,Manjung,Perak
1199,8,803,80301,Belanja,Kinta,Perak
12,1,101,10112,Sungai Kluang,Batu Pahat,Johor
120,1,122,12240,Bandar Bukit Kangkar,Tangkak,Johor
1200,8,803,80302,Hulu Kinta,Kinta,Perak
1201,8,803,80304,Sungai Raya,Kinta,Perak
1202,8,803,80305,Sungai Terap,Kinta,Perak
1203,8,803,80306,Tanjong Tualang,Kinta,Perak
1204,8,803,80340,Bandar Batu Gajah,Kinta,Perak
1205,8,803,80341,Bandar Chemor,Kinta,Perak
1206,8,803,80343,Bandar Ipoh (N),Kinta,Perak
1207,8,803,80344,Bandar Ipoh (S),Kinta,Perak
1208,8,803,80345,Bandar Jelapang,Kinta,Perak
1209,8,803,80347,Bandar Lahat,Kinta,Perak
121,1,122,12241,Bandar Parit Bunga,Tangkak,Johor
1210,8,803,80348,Bandar Menglembu,Kinta,Perak
1211,8,803,80349,Bandar Papan,Kinta,Perak
1212,8,803,80351,Bandar Pusing,Kinta,Perak
1213,8,803,80352,Bandar Seputeh,Kinta,Perak
1214,8,803,80353,Bandar Sungai Raya,Kinta,Perak
1215,8,803,80354,Bandar Tambun,Kinta,Perak
1216,8,803,80355,Bandar Tanjong Rambutan,Kinta,Perak
1217,8,803,80356,Bandar Teronoh,Kinta,Perak
1218,8,803,80370,Pekan Kanthan,Kinta,Perak
1219,8,803,80373,Pekan Simpang Pulai,Kinta,Perak
122,1,122,12242,Bandar Serom,Tangkak,Johor
1220,8,803,80374,Pekan Tanjong Tualang,Kinta,Perak
1221,8,804,80401,Bagan Serai,Kerian,Perak
1222,8,804,80402,Bagan Tiang,Kerian,Perak
1223,8,804,80403,Beriah,Kerian,Perak
1224,8,804,80404,Gunong Semanggol,Kerian,Perak
1225,8,804,80405,Kuala Kurau,Kerian,Perak
1226,8,804,80406,Parit Buntar,Kerian,Perak
1227,8,804,80407,Selinsing,Kerian,Perak
1228,8,804,80408,Tanjong Piandang,Kerian,Perak
1229,8,804,80440,Bandar Bagan Serai,Kerian,Perak
123,1,122,12243,Bandar Sungai Mati,Tangkak,Johor
1230,8,804,80441,Bandar Kuala Kurau,Kerian,Perak
1231,8,804,80442,Bandar Parit Buntar,Kerian,Perak
1232,8,804,80470,Pekan Bukit Merah,Kerian,Perak
1233,8,804,80471,Pekan Jalan Baru,Kerian,Perak
1234,8,804,80472,Pekan Simpang Empat,Kerian,Perak
1235,8,804,80473,Pekan Simpang Lima,Kerian,Perak
1236,8,804,80474,Pekan Sungai Gedong,Kerian,Perak
1237,8,804,80475,Pekan Tanjong  Piandang,Kerian,Perak
1238,8,805,80501,Chegar Galah,Kuala Kangsar,Perak
1239,8,805,80502,Kampong Buaya,Kuala Kangsar,Perak
124,1,122,12244,Bandar Tangkak,Tangkak,Johor
1240,8,805,80503,Kota Lama Kanan,Kuala Kangsar,Perak
1241,8,805,80504,Kota Lama Kiri,Kuala Kangsar,Perak
1242,8,805,80505,Lubok Merbau,Kuala Kangsar,Perak
1243,8,805,80506,Pulau Kamiri,Kuala Kangsar,Perak
1244,8,805,80507,Sayung,Kuala Kangsar,Perak
1245,8,805,80508,Senggang,Kuala Kangsar,Perak
1246,8,805,80509,Sungai Siput,Kuala Kangsar,Perak
1247,8,805,80540,Bandar Kuala Kangsar,Kuala Kangsar,Perak
1248,8,805,80541,Bandar Sungai Siput,Kuala Kangsar,Perak
1249,8,805,80570,Pekan Gunong Pondok,Kuala Kangsar,Perak
125,1,122,12270,Pekan Grisek,Tangkak,Johor
1250,8,805,80571,Pekan Jerlun,Kuala Kangsar,Perak
1251,8,805,80572,Pekan Karai,Kuala Kangsar,Perak
1252,8,805,80573,Pekan Kati,Kuala Kangsar,Perak
1253,8,805,80574,Pekan Lubok Merbau,Kuala Kangsar,Perak
1254,8,805,80575,Pekan Manong,Kuala Kangsar,Perak
1255,8,805,80576,Pekan Padang Rengas,Kuala Kangsar,Perak
1256,8,805,80577,Pekan Salak,Kuala Kangsar,Perak
1257,8,806,80601,Asam Kumbang,Larut & Matang,Perak
1258,8,806,80602,Batu Kurau,Larut & Matang,Perak
1259,8,806,80603,Bukit Gantang,Larut & Matang,Perak
126,2,201,20101,Mukim Alor Malai,Kota Setar,Kedah
1260,8,806,80604,Jebong,Larut & Matang,Perak
1261,8,806,80605,Kamunting,Larut & Matang,Perak
1262,8,806,80606,Pengkalan Aor,Larut & Matang,Perak
1263,8,806,80607,Simpang,Larut & Matang,Perak
1264,8,806,80608,Sungai Limau,Larut & Matang,Perak
1265,8,806,80609,Sungai Tinggi,Larut & Matang,Perak
1266,8,806,80610,Terung,Larut & Matang,Perak
1267,8,806,80611,Tupai,Larut & Matang,Perak
1268,8,806,80640,Bandar Kamunting,Larut & Matang,Perak
1269,8,806,80641,Bandar Kuala Sepetang,Larut & Matang,Perak
127,2,201,20103,Mukim Anak Bukit,Kota Setar,Kedah
1270,8,806,80642,Bandar Matang,Larut & Matang,Perak
1271,8,806,80643,Bandar Taiping,Larut & Matang,Perak
1272,8,806,80670,Pekan Batu Kurau,Larut & Matang,Perak
1273,8,806,80671,Pekan Changkat Jering,Larut & Matang,Perak
1274,8,806,80672,Pekan  Pondok Tanjong,Larut & Matang,Perak
1275,8,806,80673,Pekan Simpang,Larut & Matang,Perak
1276,8,806,80674,Pekan Terung,Larut & Matang,Perak
1277,8,807,80702,Changkat Jong,Hilir Perak,Perak
1278,8,807,80703,Durian Sebatang,Hilir Perak,Perak
1279,8,807,80705,Labu Kubong,Hilir Perak,Perak
128,2,201,20107,Mukim Derga,Kota Setar,Kedah
1280,8,807,80707,Sungai Durian,Hilir Perak,Perak
1281,8,807,80708,Sungai Manik,Hilir Perak,Perak
1282,8,807,80740,Bandar Teluk Intan,Hilir Perak,Perak
1283,8,807,80771,Pekan Batak Rabit,Hilir Perak,Perak
1284,8,807,80773,Pekan Chikus,Hilir Perak,Perak
1285,8,807,80774,Pekan Degong,Hilir Perak,Perak
1286,8,807,80778,Pekan Langkap,Hilir Perak,Perak
1287,8,808,80801,Belukar Semang,Hulu Perak,Perak
1288,8,808,80802,Belum,Hulu Perak,Perak
1289,8,808,80803,Durian Pipit,Hulu Perak,Perak
129,2,201,20109,Mukim Gunong,Kota Setar,Kedah
1290,8,808,80804,Gerik,Hulu Perak,Perak
1291,8,808,80805,Kenering,Hulu Perak,Perak
1292,8,808,80806,Pengkalan Hulu,Hulu Perak,Perak
1293,8,808,80807,Kerunai,Hulu Perak,Perak
1294,8,808,80808,Lenggong,Hulu Perak,Perak
1295,8,808,80809,Temelong,Hulu Perak,Perak
1296,8,808,80810,Temengor,Hulu Perak,Perak
1297,8,808,80840,Bandar Gerik,Hulu Perak,Perak
1298,8,808,80841,Bandar Kelian Intan,Hulu Perak,Perak
1299,8,808,80842,Bandar Pengkalan Hulu,Hulu Perak,Perak
13,1,101,10113,Sungai Punggor,Batu Pahat,Johor
130,2,201,20112,Mukim Kangkong,Kota Setar,Kedah
1300,8,808,80843,Bandar Lawin,Hulu Perak,Perak
1301,8,808,80844,Bandar Lenggong,Hulu Perak,Perak
1302,8,809,80901,Hulu Ijok,Selama,Perak
1303,8,809,80902,Hulu Selama,Selama,Perak
1304,8,809,80903,Selama,Selama,Perak
1305,8,809,80940,Bandar Selama,Selama,Perak
1306,8,809,80970,Pekan Rantau Panjang,Selama,Perak
1307,8,809,80971,Pekan Sungai Bayur,Selama,Perak
1308,8,810,81001,Bandar,Perak Tengah,Perak
1309,8,810,81002,Belanja,Perak Tengah,Perak
131,2,201,20115,Mukim Kubang Rotan,Kota Setar,Kedah
1310,8,810,81003,Bota,Perak Tengah,Perak
1311,8,810,81004,Jaya Baru,Perak Tengah,Perak
1312,8,810,81005,Kampong Gajah,Perak Tengah,Perak
1313,8,810,81006,Kota Setia,Perak Tengah,Perak
1314,8,810,81007,Lambor Kanan,Perak Tengah,Perak
1315,8,810,81008,Lambor Kiri,Perak Tengah,Perak
1316,8,810,81009,Layang Layang,Perak Tengah,Perak
1317,8,810,81010,Pasir Panjang Hulu,Perak Tengah,Perak
1318,8,810,81011,Pasir Salak,Perak Tengah,Perak
1319,8,810,81012,Pulau Tiga,Perak Tengah,Perak
132,2,201,20116,Mukim Langgar,Kota Setar,Kedah
1320,8,810,81040,Bandar Seri Iskandar,Perak Tengah,Perak
1321,8,810,81070,Pekan Bota Kanan,Perak Tengah,Perak
1322,8,810,81071,Pekan Kampong Buloh Akar,Perak Tengah,Perak
1323,8,810,81072,Pekan Kota Setia,Perak Tengah,Perak
1324,8,810,81073,Pekan Parit,Perak Tengah,Perak
1325,8,810,81074,Pekan Tanjong Belanja,Perak Tengah,Perak
1326,8,811,81101,Kampar,Kampar,Perak
1327,8,811,81102,Teja,Kampar,Perak
1328,8,811,81140,Bandar Gopeng,Kampar,Perak
1329,8,811,81141,Bandar Kampar,Kampar,Perak
133,2,201,20117,Mukim Lengkuas,Kota Setar,Kedah
1330,8,811,81170,Pekan Kota Baharu,Kampar,Perak
1331,8,811,81171,Pekan Malim Nawar,Kampar,Perak
1332,8,812,81201,Hulu Bernam Barat,Muallim,Perak
1333,8,812,81202,Hulu Bernam Timor,Muallim,Perak
1334,8,812,81203,Slim,Muallim,Perak
1335,8,812,81240,Bandar Tanjong Malim,Muallim,Perak
1336,8,812,81270,Pekan Bantang,Muallim,Perak
1337,8,812,81271,Pekan Slim,Muallim,Perak
1338,8,812,81272,Pekan Terolak,Muallim,Perak
1339,8,813,81301,Bagan Datoh,Bagan Datoh,Perak
134,2,201,20118,Mukim Lepai,Kota Setar,Kedah
1340,8,813,81302,Hutan Melintang,Bagan Datoh,Perak
1341,8,813,81303,Rungkup,Bagan Datoh,Perak
1342,8,813,81304,Teluk Baru,Bagan Datoh,Perak
1343,8,813,81370,Pekan Bagan Datoh,Bagan Datoh,Perak
1344,8,813,81371,Pekan Batu Dua Puloh,Bagan Datoh,Perak
1345,8,813,81372,Pekan Hutan Melintang,Bagan Datoh,Perak
1346,8,813,81373,Pekan Jendarata,Bagan Datoh,Perak
1347,8,813,81374,Pekan Kampong Sungai Haji Mohamed,Bagan Datoh,Perak
1348,8,813,81375,Pekan Selekoh,Bagan Datoh,Perak
1349,8,813,81376,Pekan Simpang Empat,Bagan Datoh,Perak
135,2,201,20120,Mukim Limbong,Kota Setar,Kedah
1350,8,813,81377,Pekan Simpang Tiga,Bagan Datoh,Perak
1351,8,813,81378,Pekan Sungai Sumun,Bagan Datoh,Perak
1352,9,900,90001,Mukim Abi,Tiada Daerah,Perlis
1353,9,900,90002,Mukim Arau,Tiada Daerah,Perlis
1354,9,900,90003,Mukim Beseri,Tiada Daerah,Perlis
1355,9,900,90004,Mukim Chuping,Tiada Daerah,Perlis
1356,9,900,90005,Mukim Utan Aji,Tiada Daerah,Perlis
1357,9,900,90006,Mukim Jejawi,Tiada Daerah,Perlis
1358,9,900,90007,Mukim Kayang,Tiada Daerah,Perlis
1359,9,900,90008,Mukim Kechor,Tiada Daerah,Perlis
136,2,201,20122,Mukim Padang Hang,Kota Setar,Kedah
1360,9,900,90009,Mukim Kuala Perlis,Tiada Daerah,Perlis
1361,9,900,90010,Mukim Kurong Anai,Tiada Daerah,Perlis
1362,9,900,90011,Mukim Kurong Batang,Tiada Daerah,Perlis
1363,9,900,90012,Mukim Ngulang,Tiada Daerah,Perlis
1364,9,900,90013,Mukim Oran,Tiada Daerah,Perlis
1365,9,900,90014,Mukim Padang Pauh,Tiada Daerah,Perlis
1366,9,900,90015,Mukim Padang Siding,Tiada Daerah,Perlis
1367,9,900,90016,Mukim Paya,Tiada Daerah,Perlis
1368,9,900,90017,Mukim Sanglang,Tiada Daerah,Perlis
1369,9,900,90018,Mukim Sena,Tiada Daerah,Perlis
137,2,201,20123,Mukim Padang Lalang,Kota Setar,Kedah
1370,9,900,90019,Mukim Seriab,Tiada Daerah,Perlis
1371,9,900,90020,Mukim Sungai Adam,Tiada Daerah,Perlis
