OBJECTID,kod_negeri,kod_daerah,kod_mukim,MUKIM,DAERAH,NEGERI
179,2,202,20243,Bandar Tunjang,Kubang Pasu,Kedah
18,1,101,10143,Bandar Senggarang,Batu Pahat,Johor
180,2,202,20244,Bandar Darulaman,Kubang Pasu,Kedah
181,2,202,20245,Bandar Padang Sera,Kubang Pasu,Kedah
182,2,202,20246,Bandar Kepala Batas,Kubang Pasu,Kedah
183,2,202,20247,Bandar Bukit Kayu Hitam,Kubang Pasu,Kedah
184,2,202,20270,Pekan Ayer Hitam,Kubang Pasu,Kedah
185,2,202,20276,Pekan Kuala Sanglang,Kubang Pasu,Kedah
186,2,202,20281,Pekan Sanglang,Kubang Pasu,Kedah
187,2,202,20289,Pekan Kerpan,Kubang Pasu,Kedah
188,2,202,20290,Pekan Sintok,Kubang Pasu,Kedah
189,2,202,20291,Pekan Napoh,Kubang Pasu,Kedah
19,1,101,10144,Bandar Yong Peng,Batu Pahat,Johor
190,2,202,20292,Pekan Sungai Korok,Kubang Pasu,Kedah
191,2,203,20301,Mukim Batang Tunggang Kanan,Padang Terap,Kedah
192,2,203,20302,Mukim Batang Tunggang Kiri,Padang Terap,Kedah
193,2,203,20303,Mukim Belimbing Kanan,Padang Terap,Kedah
194,2,203,20304,Mukim Belimbing Kiri,Padang Terap,Kedah
195,2,203,20305,Mukim Kurong Hitam,Padang Terap,Kedah
196,2,203,20306,Mukim Padang Temak,Padang Terap,Kedah
197,2,203,20307,Mukim Padang Terap Kanan,Padang Terap,Kedah
198,2,203,20308,Mukim Padang Terap Kiri,Padang Terap,Kedah
199,2,203,20309,Mukim Pedu,Padang Terap,Kedah
2,1,101,10102,Chaah Bahru,Batu Pahat,Johor
20,1,102,10201,Jelutong,Johor Bahru,Johor
200,2,203,20310,Mukim Tekai,Padang Terap,Kedah
201,2,203,20311,Mukim Tolak,Padang Terap,Kedah
202,2,203,20340,Bandar Kuala Nerang,Padang Terap,Kedah
203,2,203,20370,Pekan Naka,Padang Terap,Kedah
204,2,203,20371,Pekan Durian Burung,Padang Terap,Kedah
205,2,203,20372,Pekan Lubok Merbau,Padang Terap,Kedah
206,2,203,20373,Pekan Bukit Tembaga,Padang Terap,Kedah
207,2,203,20374,Pekan Padang Sanai,Padang Terap,Kedah
208,2,203,20375,Pekan Kampung Tanjung,Padang Terap,Kedah
209,2,204,20401,Mukim Ayer Hangat,Langkawi,Kedah
21,1,102,10202,Plentong,Johor Bahru,Johor
210,2,204,20402,Mukim Bohor,Langkawi,Kedah
211,2,204,20403,Mukim Kedawang,Langkawi,Kedah
212,2,204,20404,Mukim Kuah,Langkawi,Kedah
213,2,204,20405,Mukim Padang Mat Sirat,Langkawi,Kedah
214,2,204,20406,Mukim Ulu Melaka,Langkawi,Kedah
215,2,204,20440,Bandar Kuah,Langkawi,Kedah
216,2,204,20441,Bandar Padang Mat Sirat,Langkawi,Kedah
217,2,204,20442,Bandar Padang Lalang,Langkawi,Kedah
218,2,204,20472,Pekan Telok Datai,Langkawi,Kedah
219,2,205,20501,Mukim Bujang,Kuala Muda,Kedah
22,1,102,10203,Pulai,Johor Bahru,Johor
220,2,205,20502,Mukim Bukit Meriam,Kuala Muda,Kedah
221,2,205,20503,Mukim Gurun,Kuala Muda,Kedah
222,2,205,20504,Mukim Haji Kudong,Kuala Muda,Kedah
223,2,205,20505,Mukim Kota,Kuala Muda,Kedah
224,2,205,20506,Mukim Kuala,Kuala Muda,Kedah
225,2,205,20507,Mukim Merbok,Kuala Muda,Kedah
226,2,205,20508,Mukim Pekula,Kuala Muda,Kedah
227,2,205,20509,Mukim Pinang Tunggal,Kuala Muda,Kedah
228,2,205,20510,Mukim Rantau Panjang,Kuala Muda,Kedah
229,2,205,20511,Mukim Semeling,Kuala Muda,Kedah
23,1,102,10206,Sungai Tiram,Johor Bahru,Johor
230,2,205,20512,Mukim Sidam Kiri,Kuala Muda,Kedah
231,2,205,20513,Mukim Simpor,Kuala Muda,Kedah
232,2,205,20514,Mukim Sungai Pasir,Kuala Muda,Kedah
233,2,205,20515,Mukim Sungai Petani,Kuala Muda,Kedah
234,2,205,20516,Mukim Teloi Kiri,Kuala Muda,Kedah
235,2,205,20540,Bandar Bedong,Kuala Muda,Kedah
236,2,205,20541,Bandar Gurun,Kuala Muda,Kedah
237,2,205,20545,Bandar Sungai Lalang,Kuala Muda,Kedah
238,2,205,20546,Bandar Sungai Petani,Kuala Muda,Kedah
239,2,205,20548,Bandar Tikam Batu,Kuala Muda,Kedah
24,1,102,10207,Tanjung Kupang,Johor Bahru,Johor
240,2,205,20549,Bandar Merbok,Kuala Muda,Kedah
241,2,205,20550,Bandar Semeling,Kuala Muda,Kedah
242,2,205,20551,Bandar Bandar Aman Jaya,Kuala Muda,Kedah
243,2,205,20570,Pekan Bukit Selambau,Kuala Muda,Kedah
244,2,205,20571,Pekan Jeniang,Kuala Muda,Kedah
245,2,205,20573,Pekan Kota Kuala Muda,Kuala Muda,Kedah
246,2,205,20576,Pekan Tanjung Dawai,Kuala Muda,Kedah
247,2,206,20601,Mukim Dulang,Yan,Kedah
248,2,206,20602,Mukim Sala Besar,Yan,Kedah
249,2,206,20603,Mukim Singkir,Yan,Kedah
25,1,102,10208,Tebrau,Johor Bahru,Johor
250,2,206,20604,Mukim Sungai Daun,Yan,Kedah
251,2,206,20605,Mukim Yan,Yan,Kedah
252,2,206,20640,Bandar Guar Cempedak,Yan,Kedah
253,2,206,20641,Bandar Yan,Yan,Kedah
254,2,206,20671,Pekan Simpang Tiga Sungai Limau,Yan,Kedah
255,2,206,20672,Pekan Sungai Limau Dalam,Yan,Kedah
256,2,206,20674,Pekan Teroi,Yan,Kedah
257,2,206,20675,Pekan Singkir,Yan,Kedah
258,2,207,20701,Mukim Jeneri,Sik,Kedah
259,2,207,20702,Mukim Sik,Sik,Kedah
26,1,102,10240,Bandar Johor Bahru,Johor Bahru,Johor
260,2,207,20703,Mukim Sok,Sik,Kedah
261,2,207,20740,Bandar Sik,Sik,Kedah
262,2,207,20770,Pekan Batu Lima Sik,Sik,Kedah
263,2,207,20773,Pekan Gulau,Sik,Kedah
264,2,207,20774,Pekan Gajah Puteh,Sik,Kedah
265,2,207,20775,Pekan Charok Padang,Sik,Kedah
266,2,208,20801,Mukim Bakai,Baling,Kedah
267,2,208,20802,Mukim Baling,Baling,Kedah
268,2,208,20803,Mukim Bongor,Baling,Kedah
269,2,208,20804,Mukim Kupang,Baling,Kedah
27,1,102,10242,Bandar Tebrau,Johor Bahru,Johor
270,2,208,20805,Mukim Pulai,Baling,Kedah
271,2,208,20806,Mukim Siong,Baling,Kedah
272,2,208,20807,Mukim Tawar,Baling,Kedah
273,2,208,20808,Mukim Teloi Kanan,Baling,Kedah
274,2,208,20840,Bandar Baling,Baling,Kedah
275,2,208,20841,Bandar Kuala Ketil,Baling,Kedah
276,2,208,20842,Bandar Kupang,Baling,Kedah
277,2,208,20872,Pekan Kampung Baru Kejai,Baling,Kedah
278,2,208,20874,Pekan Pulai,Baling,Kedah
279,2,208,20875,Pekan Tawar,Baling,Kedah
28,1,103,10301,Ulu Benut,Kluang,Johor
280,2,208,20876,Pekan Kuala Pegang,Baling,Kedah
281,2,208,20878,Pekan Parit Panjang,Baling,Kedah
282,2,208,20879,Pekan Kampung Lalang,Baling,Kedah
283,2,208,20880,Pekan Malau,Baling,Kedah
284,2,209,20901,Mukim Bagan Sena,Kulim,Kedah
285,2,209,20902,Mukim Junjong,Kulim,Kedah
286,2,209,20903,Mukim Karangan,Kulim,Kedah
287,2,209,20905,Mukim Kulim,Kulim,Kedah
288,2,209,20907,Mukim Mahang,Kulim,Kedah
289,2,209,20908,Mukim Naga Lilit,Kulim,Kedah
29,1,103,10302,Kahang,Kluang,Johor
290,2,209,20909,Mukim Padang China,Kulim,Kedah
291,2,209,20910,Mukim Padang Meha,Kulim,Kedah
292,2,209,20911,Mukim Sedim,Kulim,Kedah
293,2,209,20912,Mukim Sidam Kanan,Kulim,Kedah
294,2,209,20913,Mukim Sungai Seluang,Kulim,Kedah
295,2,209,20914,Mukim Sungai Ular,Kulim,Kedah
296,2,209,20915,Mukim Terap,Kulim,Kedah
297,2,209,20940,Bandar Kulim,Kulim,Kedah
298,2,209,20941,Bandar Lunas,Kulim,Kedah
299,2,209,20942,Bandar Padang Serai,Kulim,Kedah
3,1,101,10103,Kampung Bahru,Batu Pahat,Johor
30,1,103,10303,Kluang,Kluang,Johor
300,2,209,20970,Pekan Junjong,Kulim,Kedah
301,2,209,20971,Pekan Karangan,Kulim,Kedah
302,2,209,20972,Pekan Labu Besar,Kulim,Kedah
303,2,209,20973,Pekan Mahang,Kulim,Kedah
304,2,209,20974,Pekan Merbau Pulas,Kulim,Kedah
305,2,209,20975,Pekan Sungai Karangan,Kulim,Kedah
306,2,209,20976,Pekan Sungai Kob,Kulim,Kedah
307,2,209,20977,Pekan Padang Meha,Kulim,Kedah
308,2,210,21001,Mukim Bagan Samak,Bandar Baharu,Kedah
309,2,210,21002,Mukim Kuala Selama,Bandar Baharu,Kedah
31,1,103,10304,Layang-Layang,Kluang,Johor
310,2,210,21003,Mukim Permatang Pasir,Bandar Baharu,Kedah
311,2,210,21004,Mukim Relau,Bandar Baharu,Kedah
312,2,210,21005,Mukim Serdang,Bandar Baharu,Kedah
313,2,210,21006,Mukim Sungai Batu,Bandar Baharu,Kedah
314,2,210,21007,Mukim Sungai Kecil,Bandar Baharu,Kedah
315,2,210,21040,Bandar Bandar Baharu,Bandar Baharu,Kedah
316,2,210,21041,Bandar Serdang,Bandar Baharu,Kedah
317,2,210,21070,Pekan Lubuk Buntar,Bandar Baharu,Kedah
318,2,210,21071,Pekan Selama,Bandar Baharu,Kedah
319,2,210,21072,Pekan Sungai Kecil Ilir,Bandar Baharu,Kedah
32,1,103,10305,Machap,Kluang,Johor
320,2,210,21073,Pekan Relau,Bandar Baharu,Kedah
321,2,211,21101,Mukim Ayer Puteh,Pendang,Kedah
322,2,211,21102,Mukim Bukit Raya,Pendang,Kedah
323,2,211,21103,Mukim Guar Kepayang,Pendang,Kedah
324,2,211,21104,Mukim Padang Kerbau,Pendang,Kedah
325,2,211,21105,Mukim Padang Peliang,Pendang,Kedah
326,2,211,21106,Mukim Padang Pusing,Pendang,Kedah
327,2,211,21107,Mukim Rambai,Pendang,Kedah
328,2,211,21108,Mukim Tobiar,Pendang,Kedah
329,2,211,21140,Bandar Pendang,Pendang,Kedah
33,1,103,10306,Niyor,Kluang,Johor
330,2,211,21170,Pekan Bukit Jenun,Pendang,Kedah
331,2,211,21171,Pekan Kubur Panjang,Pendang,Kedah
332,2,211,21172,Pekan Tanah Merah,Pendang,Kedah
333,2,211,21173,Pekan Tokai,Pendang,Kedah
334,2,211,21174,Pekan Kobah,Pendang,Kedah
335,2,211,21175,Pekan Kampung Baru,Pendang,Kedah
336,2,211,21176,Pekan Sungai Tiang,Pendang,Kedah
337,2,212,21201,Mukim Derang,Pokok Sena,Kedah
338,2,212,21202,Mukim Lesong,Pokok Sena,Kedah
339,2,212,21203,Mukim Tualang,Pokok Sena,Kedah
34,1,103,10307,Paloh,Kluang,Johor
340,2,212,21204,Mukim Gajah Mati,Pokok Sena,Kedah
341,2,212,21205,Mukim Jabi,Pokok Sena,Kedah
342,2,212,21206,Mukim Bukit Lada,Pokok Sena,Kedah
343,2,212,21240,Bandar Pokok Sena,Pokok Sena,Kedah
344,2,212,21270,Pekan Kebun 500,Pokok Sena,Kedah
345,3,301,30101,Alor Bakat,Bachok,Kelantan
346,3,301,30102,Bachok,Bachok,Kelantan
347,3,301,30103,Bator,Bachok,Kelantan
348,3,301,30104,Chap,Bachok,Kelantan
349,3,301,30105,Cherang Hangus,Bachok,Kelantan
35,1,103,10308,Rengam,Kluang,Johor
350,3,301,30106,Gajah Mati,Bachok,Kelantan
351,3,301,30107,Gunong,Bachok,Kelantan
352,3,301,30108,Kuau,Bachok,Kelantan
353,3,301,30109,Kemasin,Bachok,Kelantan
354,3,301,30110,Kubang Telaga,Bachok,Kelantan
355,3,301,30111,Kuchelong,Bachok,Kelantan
356,3,301,30112,Lubok Tembesu,Bachok,Kelantan
357,3,301,30113,Mak Lipah,Bachok,Kelantan
358,3,301,30114,Melawi,Bachok,Kelantan
359,3,301,30115,Nipah,Bachok,Kelantan
36,1,103,10340,Bandar Kluang,Kluang,Johor
360,3,301,30116,Pak Pura,Bachok,Kelantan
361,3,301,30117,Pauh Sembilan,Bachok,Kelantan
362,3,301,30118,Paya Mengkuang,Bachok,Kelantan
363,3,301,30119,Perupok,Bachok,Kelantan
364,3,301,30120,Repek,Bachok,Kelantan
365,3,301,30121,Rusa,Bachok,Kelantan
366,3,301,30122,Senak,Bachok,Kelantan
367,3,301,30123,Serdang,Bachok,Kelantan
368,3,301,30124,Takang,Bachok,Kelantan
369,3,301,30125,Tanjong,Bachok,Kelantan
37,1,103,10341,Bandar Paloh,Kluang,Johor
370,3,301,30126,Tanjong Jering,Bachok,Kelantan
371,3,301,30127,Tanjong Pauh,Bachok,Kelantan
372,3,301,30128,Telok Mesira,Bachok,Kelantan
373,3,301,30129,Telong,Bachok,Kelantan
374,3,301,30130,Temu Ranggas,Bachok,Kelantan
375,3,301,30131,Tepus,Bachok,Kelantan
376,3,301,30132,Tualang Salak,Bachok,Kelantan
377,3,301,30140,Bandar Bachok,Bachok,Kelantan
378,3,301,30170,Pekan Jelawat,Bachok,Kelantan
379,3,302,30201,Aur Duri,Kota Bharu,Kelantan
38,1,103,10342,Bandar Rengam,Kluang,Johor
380,3,302,30202,Badak Mati,Kota Bharu,Kelantan
381,3,302,30203,Badak,Kota Bharu,Kelantan
382,3,302,30204,Badang,Kota Bharu,Kelantan
383,3,302,30205,Banggu,Kota Bharu,Kelantan
384,3,302,30206,Banggol,Kota Bharu,Kelantan
385,3,302,30207,Baung,Kota Bharu,Kelantan
386,3,302,30208,Bayang,Kota Bharu,Kelantan
387,3,302,30209,Bechah Mulong,Kota Bharu,Kelantan
388,3,302,30210,Beta Hulu,Kota Bharu,Kelantan
389,3,302,30211,Beta Hilir,Kota Bharu,Kelantan
39,1,104,10401,Ulu Sungai Johor,Kota Tinggi,Johor
390,3,302,30212,Beting,Kota Bharu,Kelantan
391,3,302,30213,Biah,Kota Bharu,Kelantan
392,3,302,30214,Binjai,Kota Bharu,Kelantan
393,3,302,30215,Buloh Poh,Kota Bharu,Kelantan
394,3,302,30216,Bunut Payong,Kota Bharu,Kelantan
395,3,302,30217,But,Kota Bharu,Kelantan
396,3,302,30218,Chekli,Kota Bharu,Kelantan
397,3,302,30219,Chekok,Kota Bharu,Kelantan
398,3,302,30220,Che Latiff,Kota Bharu,Kelantan
399,3,302,30221,Chicha,Kota Bharu,Kelantan
4,1,101,10104,Linau,Batu Pahat,Johor
40,1,104,10402,Ulu Sungei Sedili Besar,Kota Tinggi,Johor
400,3,302,30222,Dal,Kota Bharu,Kelantan
401,3,302,30223,Demit,Kota Bharu,Kelantan
402,3,302,30224,Duson Rendah,Kota Bharu,Kelantan
403,3,302,30225,Guntong,Kota Bharu,Kelantan
404,3,302,30226,Jelutong,Kota Bharu,Kelantan
405,3,302,30227,Kadok,Kota Bharu,Kelantan
406,3,302,30228,Karang,Kota Bharu,Kelantan
407,3,302,30229,Kampong Sireh,Kota Bharu,Kelantan
408,3,302,30230,Kedai Buloh,Kota Bharu,Kelantan
409,3,302,30231,Kejang,Kota Bharu,Kelantan
41,1,104,10403,Johor Lama,Kota Tinggi,Johor
410,3,302,30232,Kemubu,Kota Bharu,Kelantan
411,3,302,30233,Kemumin,Kota Bharu,Kelantan
412,3,302,30234,Kenali,Kota Bharu,Kelantan
413,3,302,30235,Ketereh Barat,Kota Bharu,Kelantan
414,3,302,30236,Ketereh Timor,Kota Bharu,Kelantan
415,3,302,30237,Koh,Kota Bharu,Kelantan
416,3,302,30238,Kota,Kota Bharu,Kelantan
417,3,302,30239,Langgar,Kota Bharu,Kelantan
418,3,302,30240,Lembu,Kota Bharu,Kelantan
419,3,302,30241,Lubok Jambu,Kota Bharu,Kelantan
42,1,104,10404,Kambau,Kota Tinggi,Johor
420,3,302,30242,Lubok Pukol,Kota Bharu,Kelantan
421,3,302,30243,Lundang,Kota Bharu,Kelantan
422,3,302,30244,Lundang Paku,Kota Bharu,Kelantan
423,3,302,30245,Mahang Barat,Kota Bharu,Kelantan
424,3,302,30246,Mahang Timor,Kota Bharu,Kelantan
425,3,302,30247,Mentuan,Kota Bharu,Kelantan
426,3,302,30248,Melor,Kota Bharu,Kelantan
427,3,302,30249,Padang Bongor,Kota Bharu,Kelantan
428,3,302,30250,Padang Enggang,Kota Bharu,Kelantan
429,3,302,30251,Padang Garong,Kota Bharu,Kelantan
43,1,104,10405,Kota Tinggi,Kota Tinggi,Johor
430,3,302,30252,Padang Leban,Kota Bharu,Kelantan
431,3,302,30253,Padang Raja,Kota Bharu,Kelantan
432,3,302,30254,Padang Sakar,Kota Bharu,Kelantan
433,3,302,30255,Padang Tengah,Kota Bharu,Kelantan
434,3,302,30256,Panchor,Kota Bharu,Kelantan
435,3,302,30257,Pangkal Pisang,Kota Bharu,Kelantan
436,3,302,30258,Parit,Kota Bharu,Kelantan
437,3,302,30259,Pasir Ha,Kota Bharu,Kelantan
438,3,302,30260,Pasir Mas,Kota Bharu,Kelantan
439,3,302,30261,Patek,Kota Bharu,Kelantan
44,1,104,10406,Pantai Timur,Kota Tinggi,Johor
440,3,302,30262,Pauh,Kota Bharu,Kelantan
441,3,302,30263,Paya,Kota Bharu,Kelantan
442,3,302,30264,Pendek,Kota Bharu,Kelantan
443,3,302,30265,Pengkalan Chepa,Kota Bharu,Kelantan
444,3,302,30266,Peringat,Kota Bharu,Kelantan
445,3,302,30267,Perol,Kota Bharu,Kelantan
446,3,302,30268,Pintu Gang,Kota Bharu,Kelantan
447,3,302,30269,Pulau,Kota Bharu,Kelantan
448,3,302,30270,Pulau Belanga,Kota Bharu,Kelantan
449,3,302,30271,Pulau Gajah,Kota Bharu,Kelantan
45,1,104,10407,Pengerang,Kota Tinggi,Johor
450,3,302,30272,Pulau Kundor,Kota Bharu,Kelantan
451,3,302,30273,Pulau Panjang,Kota Bharu,Kelantan
452,3,302,30274,Pulau Pisang,Kota Bharu,Kelantan
453,3,302,30275,Sabak,Kota Bharu,Kelantan
454,3,302,30276,Salor,Kota Bharu,Kelantan
455,3,302,30277,Semut Api,Kota Bharu,Kelantan
456,3,302,30278,Sering,Kota Bharu,Kelantan
457,3,302,30279,Seterpa,Kota Bharu,Kelantan
458,3,302,30280,Tanjong Chat,Kota Bharu,Kelantan
459,3,302,30281,Tapang,Kota Bharu,Kelantan
46,1,104,10408,Sedili Besar,Kota Tinggi,Johor
460,3,302,30282,Tebing Tinggi,Kota Bharu,Kelantan
461,3,302,30283,Telok,Kota Bharu,Kelantan
462,3,302,30284,Telok Bharu,Kota Bharu,Kelantan
463,3,302,30285,Telok Kitang,Kota Bharu,Kelantan
464,3,302,30286,Tiong,Kota Bharu,Kelantan
465,3,302,30287,Tok Ku,Kota Bharu,Kelantan
466,3,302,30288,Wakaf Stan,Kota Bharu,Kelantan
467,3,302,30289,Wakaf Siku,Kota Bharu,Kelantan
468,3,302,30290,Bandar Kota Bharu,Kota Bharu,Kelantan
469,3,302,30291,Bandar Baru Kubang Kerian,Kota Bharu,Kelantan
47,1,104,10409,Sedili Kechil,Kota Tinggi,Johor
470,3,302,30295,Pekan Mulong,Kota Bharu,Kelantan
471,3,303,30301,Bagan,Machang,Kelantan
472,3,303,30302,Bakar,Machang,Kelantan
473,3,303,30303,Dewan,Machang,Kelantan
474,3,303,30304,Gading Galoh,Machang,Kelantan
475,3,303,30305,Jakar,Machang,Kelantan
476,3,303,30306,Joh,Machang,Kelantan
477,3,303,30307,Kelaweh,Machang,Kelantan
478,3,303,30308,Kerawang,Machang,Kelantan
479,3,303,30309,Kerilla,Machang,Kelantan
48,1,104,10410,Tanjong Surat,Kota Tinggi,Johor
480,3,303,30310,Kuala Kerak,Machang,Kelantan
481,3,303,30311,Labok,Machang,Kelantan
482,3,303,30312,Limau Hantu,Machang,Kelantan
483,3,303,30313,Machang,Machang,Kelantan
484,3,303,30314,Padang Kemunchut,Machang,Kelantan
485,3,303,30315,Pek,Machang,Kelantan
486,3,303,30316,Pemanok,Machang,Kelantan
487,3,303,30317,Pulai Chondong,Machang,Kelantan
488,3,303,30318,Raja,Machang,Kelantan
489,3,303,30319,Temangan,Machang,Kelantan
49,1,104,10440,Bandar Kota Tinggi,Kota Tinggi,Johor
490,3,303,30320,Tengah,Machang,Kelantan
491,3,303,30321,Tok Bok,Machang,Kelantan
492,3,303,30322,Ulu Sat,Machang,Kelantan
493,3,303,30340,Bandar Machang,Machang,Kelantan
494,3,303,30371,Pekan Temangan,Machang,Kelantan
495,3,304,30401,Alor Buloh,Pasir Mas,Kelantan
496,3,304,30402,Alor Pasir,Pasir Mas,Kelantan
497,3,304,30403,Apa Apa,Pasir Mas,Kelantan
498,3,304,30404,Apam,Pasir Mas,Kelantan
499,3,304,30405,Bakong,Pasir Mas,Kelantan
5,1,101,10105,Lubok,Batu Pahat,Johor
50,1,105,10502,Lenggor,Mersing,Johor
500,3,304,30406,Bechah Menerong,Pasir Mas,Kelantan
501,3,304,30407,Bechah Palas,Pasir Mas,Kelantan
502,3,304,30408,Bechah Semak,Pasir Mas,Kelantan
503,3,304,30409,Bukit Tuku,Pasir Mas,Kelantan
504,3,304,30410,Chetok,Pasir Mas,Kelantan
505,3,304,30411,Gelam,Pasir Mas,Kelantan
506,3,304,30412,Gua,Pasir Mas,Kelantan
507,3,304,30413,Gual Nering,Pasir Mas,Kelantan
508,3,304,30414,Gual Periok,Pasir Mas,Kelantan
509,3,304,30415,Jabo,Pasir Mas,Kelantan
51,1,105,10503,Mersing,Mersing,Johor
510,3,304,30416,Jejawi,Pasir Mas,Kelantan
511,3,304,30417,Kangkong,Pasir Mas,Kelantan
512,3,304,30418,Kala,Pasir Mas,Kelantan
513,3,304,30419,Kasa,Pasir Mas,Kelantan
514,3,304,30420,Kedondong,Pasir Mas,Kelantan
515,3,304,30421,Kenak,Pasir Mas,Kelantan
516,3,304,30422,Kerasak,Pasir Mas,Kelantan
517,3,304,30423,Kiat,Pasir Mas,Kelantan
518,3,304,30424,Kuala Lemal,Pasir Mas,Kelantan
519,3,304,30425,Kubang Batang,Pasir Mas,Kelantan
52,1,105,10504,Padang Endau,Mersing,Johor
520,3,304,30426,Kubang Bemban,Pasir Mas,Kelantan
521,3,304,30427,Kubang Gatal,Pasir Mas,Kelantan
522,3,304,30428,Kubang Gendang,Pasir Mas,Kelantan
523,3,304,30429,Kubang Ketam,Pasir Mas,Kelantan
524,3,304,30430,Kubang Sepat,Pasir Mas,Kelantan
525,3,304,30431,Kubang Terap,Pasir Mas,Kelantan
526,3,304,30432,Lalang,Pasir Mas,Kelantan
527,3,304,30433,Lubok Anching,Pasir Mas,Kelantan
528,3,304,30434,Lubok Gong,Pasir Mas,Kelantan
529,3,304,30435,Lubok Kawah,Pasir Mas,Kelantan
53,1,105,10511,Sembrong,Mersing,Johor
530,3,304,30436,Lubok Tapah,Pasir Mas,Kelantan
531,3,304,30437,Lubok Setol,Pasir Mas,Kelantan
532,3,304,30438,Meranti,Pasir Mas,Kelantan
533,3,304,30439,Padang Embon,Pasir Mas,Kelantan
534,3,304,30440,Paloh,Pasir Mas,Kelantan
535,3,304,30441,Rantau Panjang,Pasir Mas,Kelantan
536,3,304,30442,Sakar,Pasir Mas,Kelantan
537,3,304,30443,Tasik Berangan,Pasir Mas,Kelantan
538,3,304,30444,Teliar,Pasir Mas,Kelantan
539,3,304,30445,Tendong,Pasir Mas,Kelantan
54,1,105,10513,Tenglu,Mersing,Johor
540,3,304,30446,Tok Sangkot,Pasir Mas,Kelantan
541,3,304,30447,Tok Uban,Pasir Mas,Kelantan
542,3,304,30448,Kuala Kelar,Pasir Mas,Kelantan
543,3,304,30450,Bandar Pasir Mas,Pasir Mas,Kelantan
544,3,304,30460,Bandar Kechil Rantau Panjang,Pasir Mas,Kelantan
545,3,305,30501,Banggol Setol,Pasir Puteh,Kelantan
546,3,305,30502,Batu Sebutir,Pasir Puteh,Kelantan
547,3,305,30503,Berangan,Pasir Puteh,Kelantan
548,3,305,30504,Bukit Abal Barat,Pasir Puteh,Kelantan
549,3,305,30505,Bukit Abal Timor,Pasir Puteh,Kelantan
55,1,105,10514,Triang,Mersing,Johor
550,3,305,30506,Bukit Merbau,Pasir Puteh,Kelantan
551,3,305,30507,Bukit Tanah,Pasir Puteh,Kelantan
552,3,305,30508,Cherang Ruku,Pasir Puteh,Kelantan
553,3,305,30509,Changgai,Pasir Puteh,Kelantan
554,3,305,30510,Gong Datok Barat,Pasir Puteh,Kelantan
555,3,305,30511,Gong Datok Timor,Pasir Puteh,Kelantan
556,3,305,30512,Gong Chapa,Pasir Puteh,Kelantan
557,3,305,30513,Gong Chengal,Pasir Puteh,Kelantan
558,3,305,30514,Gong Garu,Pasir Puteh,Kelantan
559,3,305,30515,Gong Kulim,Pasir Puteh,Kelantan
56,1,105,10540,Bandar Jemaluang,Mersing,Johor
560,3,305,30516,Gong Nangka,Pasir Puteh,Kelantan
561,3,305,30517,Gong Pachat,Pasir Puteh,Kelantan
562,3,305,30518,Jeram,Pasir Puteh,Kelantan
563,3,305,30519,Jerus,Pasir Puteh,Kelantan
564,3,305,30520,Kandis,Pasir Puteh,Kelantan
565,3,305,30521,Kampong Wakaf,Pasir Puteh,Kelantan
566,3,305,30522,Kolam Tembesu,Pasir Puteh,Kelantan
567,3,305,30523,Merbol,Pasir Puteh,Kelantan
568,3,305,30524,Merkang,Pasir Puteh,Kelantan
569,3,305,30525,Padang Pak Amat,Pasir Puteh,Kelantan
57,1,105,10541,Bandar Mersing,Mersing,Johor
570,3,305,30526,Pasir Puteh,Pasir Puteh,Kelantan
571,3,305,30527,Pengkalan,Pasir Puteh,Kelantan
572,3,305,30528,Permatang Sungkai,Pasir Puteh,Kelantan
573,3,305,30529,Seligi,Pasir Puteh,Kelantan
574,3,305,30530,Selising,Pasir Puteh,Kelantan
575,3,305,30531,Semerak,Pasir Puteh,Kelantan
576,3,305,30532,Tasik,Pasir Puteh,Kelantan
577,3,305,30533,Telipok,Pasir Puteh,Kelantan
578,3,305,30540,Bandar Pasir Puteh,Pasir Puteh,Kelantan
579,3,305,30570,Pekan Selising,Pasir Puteh,Kelantan
58,1,105,10542,Bandar Mersing Kanan,Mersing,Johor
580,3,306,30601,Batang Merbau,Tanah Merah,Kelantan
581,3,306,30603,Bendang Nior,Tanah Merah,Kelantan
582,3,306,30604,Bukit Durian,Tanah Merah,Kelantan
583,3,306,30605,Ulu Kusial,Tanah Merah,Kelantan
584,3,306,30606,Jedok,Tanah Merah,Kelantan
585,3,306,30609,Kuala Paku,Tanah Merah,Kelantan
586,3,306,30611,Lawang,Tanah Merah,Kelantan
587,3,306,30612,Maka,Tanah Merah,Kelantan
588,3,306,30613,Nibong,Tanah Merah,Kelantan
589,3,306,30614,Pasir Ganda,Tanah Merah,Kelantan
59,1,105,10543,Bandar Padang Endau,Mersing,Johor
590,3,306,30615,Rambai,Tanah Merah,Kelantan
591,3,306,30616,Sokor,Tanah Merah,Kelantan
592,3,306,30617,Tanah Merah,Tanah Merah,Kelantan
593,3,306,30618,Tebing Tinggi,Tanah Merah,Kelantan
594,3,306,30640,Bandar Tanah Merah,Tanah Merah,Kelantan
595,3,307,30701,Bechah Resak,Tumpat,Kelantan
596,3,307,30702,Bunohan,Tumpat,Kelantan
597,3,307,30703,Bunut Sarang Burong,Tumpat,Kelantan
598,3,307,30704,Chenderong Batu,Tumpat,Kelantan
